Company_ID,Sector,CO2_Emissions,Energy_Consumption,Waste_Recycling_Rate,Employee_Satisfaction,Diversity_Index,Training_Hours_per_Employee,Board_Independence,Transparency_Score,Anti_Corruption_Policies,ESG_Score
29,Manufacturing,251.88822035426188,982.6998613958701,87.43952532033875,94.38008300754936,52.12641891403899,31.835101319620353,61.75398324897951,88.05326835988986,27.790209724886783,72.14480504682571
30,Manufacturing,232.27085145081628,637.2664084308171,66.87619830693987,73.17585711973388,87.02605882265964,29.15710266645015,58.19808219468314,52.22720135137159,19.395386726777485,65.54761946492187
31,Tech,365.2922178305097,1027.7395653576964,25.960554187065583,84.37675819294223,38.44553566440152,78.30997897360893,51.10936169258411,96.6958269320906,87.98164859419387,50.16498428848234
32,Manufacturing,337.7365833221583,752.4077023623452,68.89977469587905,92.9457125205181,86.45140142004996,20.064431739672063,21.026693993238467,87.76405371908977,65.75603127780231,62.544726036698776
33,Manufacturing,277.16085592109357,1677.047315703255,52.387201854489334,91.94253490675004,29.627100962799673,56.98954556170107,61.094319539080566,76.64148200845278,31.092893000755417,59.83739426254655
34,Finance,385.223397507676,1341.4925863344206,66.57840765155555,47.75950168277424,23.755628571825042,66.60805460073999,31.791106959990373,38.523333778769235,74.23480505725092,42.41524885917127
35,Tech,368.31982291959207,1394.267432704114,71.4223601154271,62.35157695504371,50.72724891929997,8.088762145945376,64.98031782630326,63.47638161336506,81.51183844803678,55.07028039859593
36,Retail,443.08750858603696,1360.8079604714574,16.983214367174035,57.81945336087398,22.938554994129092,55.27890937658091,73.15410295460062,65.42752883927255,61.497824034113236,37.37480822218064
37,Tech,345.351525662967,1452.0513477835277,50.48831650874776,44.78087582226921,96.58162103866604,76.36624807664953,55.03117163915191,46.27859508557661,68.78841098799151,51.45842778775632
38,Retail,286.83996526704766,1540.002607520722,84.56114738055473,74.82824262010283,86.09645566351728,14.31649750460445,57.965456548581685,35.59757760515114,37.52599044426663,64.37008354360694
39,Finance,288.56072522339787,1038.0763922026217,35.651375372761144,80.47475372578012,84.06157497039001,72.21659770137788,86.60349917661938,84.37065413301849,53.86956673430391,62.87235199005717
40,Energy,145.23438435991602,774.0115101024928,57.5106478046319,86.64704525067859,70.38223383969225,49.60824780327021,79.3017152960802,38.54245364870765,52.415917072616224,69.84982087264774
41,Manufacturing,312.0527234786625,945.9198788257011,39.538438520791686,46.75272893144897,37.30592184292428,51.24534363968555,83.9965561166029,71.60035253932423,84.80477911307719,51.00780455750552
42,Finance,298.74280481180426,1186.4251128782041,46.34143777752797,88.20442417314116,61.460829334111374,50.970813114920446,76.96364018237105,95.55144217185624,83.99639802821825,63.46987873628872
43,Manufacturing,193.59407475881721,430.6974055617918,53.88824943505226,75.36090599878392,67.78192579442728,27.412691475298537,27.6242839292712,91.32736348186297,83.26804693470432,64.46215541311986
44,Energy,297.9769899543098,1542.8177649881497,53.91375839111818,78.71703743261801,62.002520068821454,75.14013614745947,30.42942991791363,49.442683662448275,1.1031614262465794,54.3957795773666
45,Energy,407.4534569837423,630.9758339451233,26.138436986418867,90.08432019471672,40.818669436122185,76.0512846973279,56.86366580882717,89.60140462858857,74.95454844688882,48.70059108979344
46,Finance,241.23618800419788,1379.7279977487424,64.76572383038666,74.3618699073788,61.21983394517807,51.89784951604609,37.22487611585988,30.023275428434257,75.86763901110048,57.88211283421983
47,Energy,223.20842943088752,1149.578763238341,17.029448899412543,58.472622143240926,59.294907269490125,63.7567044456211,53.36868325288114,31.238146672928007,67.83788228551418,48.5464651040968
48,Retail,388.39425747601194,1285.552597394896,21.10598187536163,85.3809032282463,99.70686206453794,50.91934894108685,47.60557266728452,72.17872146900055,75.62646578914526,51.32111579329088
49,Energy,350.7392237011432,1058.4240776129577,10.216871953146374,59.96825667072998,91.7948918436963,41.32988356805305,58.458996690131734,55.53587534011706,84.19703714967088,46.15780122939992
50,Manufacturing,544.8876171502608,1265.1619433679193,19.335685131334508,41.8825460951291,57.070459857249595,54.5615088724438,72.2813001295076,57.052258881140304,47.03190541017857,32.004809826894146
51,Manufacturing,194.514387139351,1058.4367427646393,47.85329608415138,85.68599786108874,69.83499063480949,46.47510894439688,70.08436349694921,69.51087634752177,50.20502134884472,67.01990936079282
52,Manufacturing,357.63097936305576,1033.1456562594035,58.48815048446709,58.98556796847016,79.82972832737829,49.81068969739476,56.4863892739734,43.42477189143024,12.471405691139047,52.65774711193055
53,Manufacturing,325.27127257218524,930.8291005916083,73.543155997317,82.56089877607371,22.78921281870599,63.787441506414645,77.56753931719408,44.822874546583485,38.53758830473618,57.63657111741201
54,Retail,304.74250272425564,1657.7489871752493,18.535940009074885,59.951684206627,91.5937152982272,41.06778735867386,50.16034640766233,63.92211109132053,64.33651799117843,50.490911920281796
55,Tech,372.84097747957344,1310.0728251290923,78.05819680131637,87.3587410986097,88.8101453134339,8.056557956935457,82.77000028880857,82.79774810407042,78.03997761472745,67.40418287604423
56,Finance,297.6219713850088,1262.8490587897077,69.67796204389745,52.07307887945273,56.59456782189658,17.29996107421229,24.989618903861473,73.36484259853114,21.720909769121054,54.88017550900081
57,Manufacturing,145.08990320123198,937.3314635904118,42.68146343487335,93.60009958593784,51.29358128643038,37.89554123671538,86.82620210233152,50.814853376578725,13.78228991592354,68.00619361466087
58,Energy,232.2113977509885,1129.5454999232077,84.63504536799637,82.88673261334169,41.8367499885052,59.36199199055437,65.82851570019437,60.12360242562448,66.30420045004922,67.59324090822527
59,Manufacturing,409.1546757856255,903.8312376981225,89.27435811659124,46.283085925621826,58.13414626642947,49.49589862326341,46.60521562560437,41.946533098499884,0.18798835249106416,50.598567923720076
60,Energy,393.762312304352,1052.6509413751628,26.40014480425898,71.11771409816083,23.55013308265894,53.77206394050904,33.80078886010141,35.22408700359572,17.837258430732984,37.23571875245766
61,Energy,270.15046482797095,837.2632831317043,40.33828679710403,94.1952021732954,88.17548266776062,40.94591964322154,53.542826061052,84.78872285209044,2.9071380343953734,64.08886372854045
62,Manufacturing,340.2877651315854,1676.7432396607653,84.11595388717689,65.90859989815979,22.833789473483606,51.18065164566821,33.619082622971064,48.57711864317362,16.688511785487094,52.36236020344636
63,Retail,522.715043719187,972.9281728465212,67.72772406010218,50.01589263518708,46.32410922958968,29.676307836099664,31.643212542019953,42.44364714958738,18.131927992550523,37.59731471579896
64,Energy,297.50505614665246,937.4763531395647,13.847571517127015,66.66281019326904,94.52715906551919,40.26369445224988,63.21462301890819,78.41326388985235,38.76735947503942,54.029978821289006
65,Energy,299.0733344174405,802.3169173492236,72.52115854011319,68.18517107350569,78.81701236187622,60.82092991962167,56.615930720724926,73.26361720010303,40.2327124686556,63.15571888963488
66,Manufacturing,315.24789640916185,968.6383615254858,76.23527097419935,80.7927819325766,42.51127684620214,70.38745842298408,66.90672242276591,74.32327382094249,87.42624706102377,62.35063816984964
67,Energy,348.55805676549,1051.5319717304158,70.04015398122507,78.43652192384974,40.21192751687081,37.52415004672917,85.07241141953925,46.02262233926295,51.010971249882516,57.57165190106953
68,Energy,272.08790537817987,1185.1561341650406,73.96297047356126,62.14025239783393,20.406571185442075,8.27462432805209,57.25821493373281,46.28518769938767,72.34047656122863,55.63683485584977
69,Manufacturing,348.49034904792677,1006.4033372407541,76.01061413542378,51.991270912174755,75.65714342798002,17.1254408110102,60.66524372839584,45.45618408499474,10.413735792028744,55.850066893585634
70,Manufacturing,144.461632500032,719.8166972917099,24.912398943051528,75.47797922731311,23.902686533853846,6.564585446865357,26.273843740845948,42.162681696360615,22.543875546369385,52.111169307311435
71,Finance,326.9119011029002,745.6275468551287,28.85533968519998,63.1937164004305,62.60820155206097,53.99472644279976,70.23450501360406,75.90065707931595,70.29434409786768,52.054600863933494
72,Retail,304.0503848732133,1403.8979007490257,60.70068509761418,47.27519161189317,96.96975780736398,29.923596901633168,47.993364476290935,89.3611119674581,5.280396046852809,59.927566735480674
73,Retail,282.6034418476781,1163.1633752527455,82.62929043700127,89.53147656800121,28.757508804356313,45.685897678952564,88.37076670638052,80.70222287736628,48.65976622437531,68.25342863696285
74,Energy,261.97941212796195,1394.6679723760649,35.29572658371957,78.01720216853099,91.55839447744539,41.99576350878497,77.62218109169622,85.44655436323802,59.936896566293385,63.94230626113042
75,Retail,251.25012992924692,1434.0825493260004,57.06453406360453,77.57511210450147,99.31802681160386,11.114486716432001,56.57367283612828,58.335890035963985,60.214564405248105,64.81567501755967
76,Energy,234.91831224319813,1245.3239886458184,64.63856507337059,85.24211317514207,24.921362099138804,35.244602084287386,28.625585792051623,75.78530567603987,2.293281126804203,59.94368713348191
77,Finance,114.55454014497371,830.4807697470524,46.15588810392314,69.13139232602946,90.6325015309969,21.542084369174244,80.15910552964124,54.79653683113422,32.21080042291855,70.47735268374282
78,Manufacturing,278.5585318525702,1256.8754760481766,67.10259638842608,84.82799356213513,61.28632163548933,36.37998415007395,75.98467667968151,66.7853235378048,63.6490651049154,65.30110280590313
79,Manufacturing,387.7063831632871,1619.87899435582,81.97339562337385,67.39499144310531,92.5210975555664,20.268371025668202,32.92095906759231,63.71443925744036,14.899973614924345,57.80337174467539
80,Manufacturing,273.16711807433285,1065.7715927225586,59.92812353454701,43.69464699536405,65.70551535356593,68.03393047077002,40.66948024542171,42.38210016006981,69.54156483280532,52.480782777783666
81,Retail,350.80900407215836,1302.184575386508,53.18248495317064,62.28864484152288,72.96896080852517,18.064500243369025,75.53850807034861,57.09551322349416,74.59252088136745,55.076233356223455
82,Finance,213.58393039676116,1195.8666134198425,45.09957403106712,67.36056916889399,63.50231263979194,77.05854136152327,32.96599125831868,97.46755928376457,98.19691904461453,61.05852389325731
83,Retail,195.54419567671277,1611.713338964174,56.19890167249005,79.61114198977626,89.15943042458788,36.19305246102056,84.24267424199641,47.40061804004594,20.984199485640943,68.85497915581922
84,Retail,239.93905255458617,996.6641721019846,38.42899614547167,45.86183015707709,78.71279351629613,68.46839690142869,49.71691976374533,39.366261539564206,82.51306676661152,52.348226502265604
85,Finance,217.9600104223875,1546.0595616023606,41.318568816120155,47.701019626324694,61.70082497443319,52.15736136544588,26.092727381136104,59.30064351367547,52.0296576918654,52.41395235279128
86,Finance,205.3568310931958,1087.4968114890557,52.54859837505392,54.5026091449039,89.45286432412375,60.15127239993145,77.10240504529966,85.32364151021036,37.34625961441734,66.89385365427333
87,Finance,335.9819230790987,991.7562139477518,15.329528991265358,54.65741163539852,39.62284258042676,62.57929160500852,46.14567781268713,70.75037608459806,12.237675732517793,42.31746167838662
88,Finance,442.3139475108769,1232.9580219129746,28.322031273983708,80.27015181524843,32.58725277620208,42.863366141976336,56.85494359076467,77.66823790667712,73.55056064875376,43.614325516313905
89,Manufacturing,246.644530003479,1302.7370754022543,53.427944849072716,53.79018633088788,32.832008426405764,45.747539252246625,27.86130410878534,43.2786393722274,23.585759914368708,49.763714526653295
90,Tech,164.65453949997575,1773.4588819528285,44.522251450915405,74.82039348465962,46.72071029961903,43.549690085654376,20.180881039148765,73.3263735105405,37.142200187304574,59.54545766031428
91,Tech,352.5437864931184,1295.8612736606144,36.625262872998746,67.18506175760493,39.0952025040814,49.104378356755944,64.65896440553084,52.64502764380316,6.254222689736844,47.47767708148346
92,Finance,185.12793445007745,1257.9834185548157,68.44393094474412,71.53119079986703,94.40722804077909,7.2045834317380475,56.06226192336121,88.40123561683373,80.13669158195191,72.50640785743843
93,Tech,205.33875028364648,1678.84288317049,65.49740859226708,86.09588297480627,28.46672750628672,34.663637738676144,61.547699838620304,74.05091642075153,76.65885239716434,65.44230477469416
94,Tech,339.5996523353356,1380.316183263461,23.338460799470653,62.240982585196335,75.91925904316702,50.464153517087865,75.56206952663615,43.91993944427071,73.36158300423125,48.73398662951973
95,Finance,286.775230835715,1006.7174459496156,80.29032922987506,82.40012573853488,35.13772318280047,49.82926739418983,65.26241393960021,34.52316758908603,29.94435104918867,60.181860045820535
96,Tech,245.02598597339917,1606.7911155924576,49.63389011231725,63.21198327528781,90.53097062162801,64.47170709542237,32.2341409979164,32.98432465009229,17.348007426595725,55.69033662560534
97,Retail,305.4681000883063,978.1143691711943,69.31687289112364,59.46292571086872,96.9052230547926,54.12570041240814,45.25407633774199,55.998599735509856,63.75532644702297,59.77963084250828
98,Energy,267.2472935542754,1005.2258164998872,55.8520679405911,92.72449475222713,57.23760070159869,79.40999872555042,83.41237733514322,48.609579565801944,49.616638411321944,63.41561810387394
99,Energy,451.16381249012665,945.4437901836259,89.81540927390746,50.14040063734298,90.32571841825053,26.289089645648378,73.89612901761753,75.22630864237556,17.82524669046416,58.111068496283245
100,Finance,245.93562126228827,919.1264915166132,70.19224960310581,44.968532831768435,20.41161366037718,31.93632722496736,58.96459405557021,64.95336844850328,68.59112710498637,55.87044288819801
101,Manufacturing,226.9269970142068,1299.9519884519473,66.55843689947673,82.40422590445132,85.595753392648,33.78853639008472,37.89514984664906,48.62134946037665,99.11264318213037,64.64613837636836
102,Finance,263.5973460809947,1122.629350636937,72.28575512406009,43.75373379447504,38.29001292199388,39.93596052651864,41.14423512843565,40.44664445651233,74.72195877420377,52.63178848995277
103,Manufacturing,266.9790709447915,200.0,21.45023884387757,86.03934448866661,92.69610474154943,67.69985478359071,71.23706473099442,38.903983388121475,73.99863866856118,56.90588558969587
104,Energy,347.6514921443457,1119.5210814151462,26.36356745355706,64.04563679964839,20.089608918408757,22.684407046940738,79.58219825969395,90.52622744982924,95.03127529305917,48.61969209836503
105,Finance,140.6769770774869,1044.6263232583096,67.12512657788913,90.35325225105527,64.49453880318056,63.200015527657214,66.99972686714301,47.0434577883407,20.29363675749022,71.62562850291582
106,Retail,334.0820693467202,1467.8476092896567,49.51851897046901,79.68430736170481,80.53086430279478,35.39826373143076,76.66709830379092,75.61974535376778,56.55499649214404,60.64999998249286
107,Tech,256.6971646688026,1031.022416561891,70.37082334880932,73.57225668543767,40.69506645583264,50.13915377465064,73.66592946402841,86.74801495903864,97.96467150338835,65.24690298812067
108,Manufacturing,362.14584035404823,1961.7773373632676,18.2332824595316,92.21187383817711,35.45062916698345,52.440539991972955,30.47927775698704,72.98569178293153,16.529411097017455,45.24482341767027
109,Tech,296.1885031074365,1619.0380736310728,52.918508118767576,61.815715517862984,26.727857957438772,32.96364778917008,49.67613690393114,90.16956621528621,70.02519594445211,54.235752377831446
110,Tech,341.4955566174224,1083.0268826970666,40.30572524455326,92.47478150967981,46.114686120263435,43.44614039043539,30.708866057999387,57.467560506993216,58.5810145971902,50.440899407871925
111,Finance,268.68785503345345,1544.8869236499247,46.56001754253427,47.42507025816638,64.78754498470636,35.97733809857728,36.46649093613894,96.93555334542638,58.647909218870694,55.57126476357419
112,Tech,335.041807793734,1357.5635138072844,58.316629765801,66.6065218062827,29.267508542420615,10.184958963996458,80.84817372557367,39.320150292466785,69.76706275200752,52.053782025514224
113,Retail,433.1015831558601,1270.039738944073,50.18306779700241,54.84511723157072,50.1356289589439,37.78740416126199,53.10243759432275,37.15046707602767,92.96169228756843,42.037975489640345
114,Tech,240.8610854835914,1440.795676682229,53.18885096902694,69.69135283995064,20.725792372217995,12.304504441516412,57.47506712898626,76.10845023452106,78.2581939851338,57.47217410682769
115,Finance,291.4244419871099,1216.2212622781458,48.908598559648624,48.91076328403715,85.49435363998734,35.37655993102412,32.49121756594405,95.99817989892833,5.613610341621,56.516950199106525
116,Retail,261.10261713975007,1272.1053468232433,42.716414166839456,86.28413131705238,30.275897447455307,49.46887998738364,41.859025023415725,86.62184231454296,85.27280198757113,57.1305930096484
117,Energy,427.43854354075717,1447.0057548836896,71.7505584478596,86.55243171230066,42.66743586124653,48.456117450762555,36.11723178995089,35.3491801606636,22.554132992573262,48.81244618772563
118,Tech,265.28467207919584,1815.7358225236471,10.976245785443561,92.53799719979133,21.474217499057396,54.696595925624024,34.43303151628985,49.55573997543014,37.6914164736372,46.147308431515384
119,Finance,241.38462389569247,1275.3584916659022,57.875416096418164,48.50696774857799,54.579262711400986,12.144613096596972,64.65725553211792,95.12232193864766,46.17328136123822,61.206242672538266
120,Energy,253.737846882869,1063.8610005083533,55.24066778583791,74.28329029977449,87.20972021929751,53.90924341478284,37.98186933520004,47.71409029605492,48.090600075306966,59.67982068568831
121,Energy,289.1426094145414,591.2307434718034,67.29432597863618,66.08305197852033,51.37209691561573,28.41110425223353,64.24108402142929,84.68192966508434,43.51803992553568,61.53418183686997
122,Manufacturing,236.51959858619114,1788.3910415890914,57.92234918218612,58.94110526243283,34.359785873906674,34.92844596028333,24.091822987598775,87.75925371500927,93.73532942158644,56.24974529925913
123,Retail,270.52400087306427,1121.027486228412,76.14390622472627,59.33470886238204,80.29590672404154,69.34896904420293,29.92420754689713,64.68164724226872,70.60190076640247,60.838597008027875
124,Tech,312.57614840776625,1360.44278702438,86.72598356512222,62.70364528337137,83.10455854965954,5.677280309716269,39.21781778000877,57.044423689382086,63.117064595670634,61.45381485031549
125,Finance,290.76212720610135,1771.7721710780984,37.40194057428347,78.77090523289242,33.90027802460534,49.13094750054541,61.793284182698414,61.50871026938317,4.984202778294156,53.055127060436675
126,Manufacturing,366.53668615806777,1268.2806962791476,28.188078642398963,72.9057332047485,81.66832868327919,49.90354850750807,67.30888715611633,45.88752860557549,90.39133302603747,49.678643461135216
127,Retail,274.45159377481775,1141.5989214367562,43.88774899363863,65.28248320186222,95.78383106050704,34.74948322576715,50.9901876745669,92.2573641290191,90.93901920083962,61.46338426188533
128,Manufacturing,283.63067956179293,1625.9018932631234,33.03436931805809,44.17633757032922,33.31020695458179,22.777089283125214,51.20536402040602,61.54337597108305,78.02130634301024,46.29409621933016
129,Retail,321.68493989938105,1338.2211202691758,59.19602105221236,44.27709392434264,81.67874340257084,22.600552869616333,70.71617959790328,91.77216083192698,0.7029203813619156,59.132521854870085
130,Retail,479.58452848084505,1375.8316814170203,82.94819270743717,40.128666484417806,76.68576036821035,71.27822522455645,21.10747642359077,37.398543593439186,5.728025107762336,43.15235239129151
131,Tech,236.99184717129026,743.0517388584717,21.12929553144495,93.22346635138976,57.88591107480708,38.15182803371432,43.87630171319544,99.17926897000919,22.522370226848977,59.47900281647336
132,Retail,453.88995297162234,1561.7745621727756,18.06356824127092,40.28896002071117,24.633636844703865,29.816702224187896,77.30949399834628,61.02911612105328,13.134940814490669,34.47636842442657
133,Manufacturing,205.31414656443698,1312.6764203974935,30.481242548292975,45.67015603075597,25.975553420628323,38.65831803735523,62.22535871493606,33.34815742758738,39.88360297037295,48.125020320995006
134,Retail,318.317634578435,788.5231860830628,68.08764688499207,57.3028106245176,88.1931727358918,55.2042801094521,43.60589929287943,32.66152937662184,92.26230580877896,55.09048242747332
135,Tech,272.84909654574426,1345.5282334839826,57.43703242070573,84.40866384992187,99.21186982005176,15.931742618356378,83.38673546307717,82.2345080237287,47.206043419699824,69.71582009381343
136,Tech,234.7783250782461,581.2422978264751,18.177013138015965,92.91543321702648,74.08418057494035,38.70753764103033,74.08359092145677,76.13248739425765,1.340262643216561,61.30734120299162
137,Manufacturing,355.9273905487991,1902.5925607538986,83.50004178085972,83.45074573355208,55.676664560825714,49.09132783327902,38.54268130657134,86.14913906893113,28.274568957876202,61.49203759449095
138,Energy,347.9917306968805,869.4435600054718,73.20677096992694,77.98081278451023,71.80589147215261,76.14375161385753,65.17028862680019,37.37572737669642,4.459490837296154,58.474149235242145
139,Energy,261.5001492941195,1683.5378297155307,11.841808383011001,68.67153670774631,67.55166873828362,23.939583655656445,61.70255097322697,32.48996069248838,3.6287622613502157,48.58933484767374
140,Retail,132.49647967719497,956.113335564404,62.10937687905969,44.7687866524201,50.688980832449744,31.94380609371842,48.08315398272879,65.60055026133048,27.571985309555224,62.845500566822814
141,Finance,266.3962028297987,1368.067713291216,71.69973348157905,92.69939361521617,25.250091565921036,33.45189424418179,45.68692554433605,57.13166620379387,27.56123386789454,60.51194557159841
142,Retail,311.1363288765453,926.3615230171504,39.95482957763376,81.71158276701249,85.72103579259527,50.41536182336621,44.04923323429928,62.3362855669669,78.7126602601604,56.308739605499625
143,Manufacturing,300.1450888955741,1499.1345665693461,15.513723149377503,75.1422161933844,49.746682339097966,31.754903978000126,63.200904837695276,99.41118862091918,97.4834652781112,53.101491119745916
144,Manufacturing,360.4748225433322,1129.4043774278243,16.18568523910298,81.74697150463675,85.5028514685675,45.01339439747717,50.96869555364687,97.95249703694691,37.12070938899983,52.91388919773786
145,Manufacturing,454.6834103543993,1340.333863862313,18.33975728414476,79.82568311002262,40.20069997507058,63.6342747383772,78.23041792759955,95.9620772771235,42.88868788610386,45.55792450397175
146,Manufacturing,333.1099869800646,1204.5193144736984,77.23517055843384,75.04773688842178,20.08235838765067,57.90391955841527,66.87218312937733,84.86898737373717,84.47894362860214,59.455131626856115
147,Manufacturing,345.42146942061,790.3005640549032,82.85489586045705,93.93172400989934,32.715062662140525,38.47764848844392,24.895212399660387,54.838895217982326,26.813902009551338,56.75606908535239
148,Tech,311.85453851033196,1351.2320579071602,19.824862547658704,89.68500969498137,57.48315334148675,69.81621332556267,64.81177566797163,58.84916511839401,15.638180440344795,52.34061863012815
149,Energy,393.7948625913794,1049.0287543002755,28.872482767606495,75.56657055144399,95.54429079662638,46.86051871953972,38.98032055501294,68.47312306032471,85.30896234036504,49.43788859293717
150,Manufacturing,342.5120008768264,1513.5938379022832,23.24164082938318,78.12463663013085,28.17548957549752,45.492937962665934,61.496839415739586,88.1374119483388,4.650058644006549,49.16813103653899
151,Finance,359.9284541571459,1129.242057554797,24.905670359529655,42.83776936622905,88.33678195692528,7.564082445436863,67.6092351772416,34.809898276278744,61.96994401994157,44.486564525384665
152,Finance,444.716546321613,1176.9708272915004,76.99926312019937,76.84546055025216,62.161927696948965,79.00197352678711,36.15804324078084,59.70078201194217,56.199284746680675,51.78694846611747
153,Finance,318.158744097548,1704.877939311881,36.571713012395115,42.42909907405551,86.07366126399172,14.222810639722004,51.980105141625806,35.783236442148805,34.59204475016943,47.503147676007025
154,Finance,278.3230190265809,1914.4910383523852,34.915541123651295,72.3545066333462,43.86995447919941,22.334818432073497,33.32274039733475,66.02603106014581,31.5189521097359,50.92264737018297
155,Tech,335.70314784015346,1435.8101867136247,28.19164967016901,94.96444247612092,87.19577317379775,8.877262793114522,23.66372130505558,92.92305768043647,77.18577261816213,55.67856789737197
156,Finance,390.89938536954105,1113.8579707729843,58.63155150354069,70.56936197904488,81.82582240134437,53.00022251276853,46.493349644010834,84.77394471947565,8.642461076254648,55.8185621274914
157,Manufacturing,340.1141405620865,1087.6016014931567,40.34445587084391,66.02655649447334,38.404294642514714,21.852588272951,45.40609902921944,45.948969228017695,23.67843093113854,46.10881940552659
158,Retail,384.85108630571284,954.396904404426,69.5399721474631,57.20701710780732,30.506810112750244,18.50078281045426,89.68363434929799,98.31935947191548,73.24487318380898,56.890380687893504
